RULE_NAME;VARIABLE;METRIC;OPERATOR;VALUE;L_MIN;L_MAX;L_UNIT;DELTA_L;DELTA_L_UNIT
Elliptical;SNR;MEDIAN;DIV;1.0;7200.0;9000.0;AA;1.0;AA
